index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
39777,171-8154432-0837142,04-06-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,Shipped,1,INR,399.0,DEWAS,MADHYA PRADESH,455001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
72749,404-6855419-5633968,05-12-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0285,J0285-SKD-M,Set,M,B08QGNW2H8,Shipped,1,INR,1523.0,MAZBAT,ASSAM,784507.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-2MN4SWBDTUSNI,Amazon PLCC Free-Financing Universal Merchant AAT-4VFZUZS2EO5J2,Amazon PLCC Free-Financing Universal Merchant AAT-E4LY4VKBFF2NI,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
14117,405-7884247-7258702,04-22-22,Shipped,Amazon,Amazon.in,Expedited,JNE3613,JNE3613-KR-L,kurta,L,B08XVFSDR2,Shipped,1,INR,399.0,NEW DELHI,DELHI,110092.0,IN,,False,,
126902,406-6601915-1794702,06-02-22,Shipped,Amazon,Amazon.in,Expedited,SET184,SET184-KR-PP-XS,Set,XS,B08W9F5KML,Shipped,1,INR,573.0,DIMAPUR,NAGALAND,797112.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
21729,171-2503868-5075540,04-17-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-S,kurta,S,B082W87NQF,Shipped,1,INR,435.0,NEW DELHI,DELHI,110049.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
23962,406-8062655-1560345,04-16-22,Shipped,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-L,kurta,L,B081X7JHBC,Shipped,1,INR,399.0,RAIA,GOA,403720.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
90597,403-2635472-0559548,05-01-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3311,JNE3311-KR-M,kurta,M,B07SNP2Z5V,Shipped,1,INR,599.0,RAIGARH,MAHARASHTRA,410206.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant SS-1651121388986,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
115291,407-2815029-6914746,06-10-22,Shipped,Amazon,Amazon.in,Expedited,SET408,SET408-KR-NP-XL,Set,XL,B09RKDJX6S,Shipped,1,INR,499.0,Chennai,TAMIL NADU,600092.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
36906,403-6135698-6021160,04-08-22,Shipped,Amazon,Amazon.in,Expedited,JNE3691,JNE3691-TU-XL,Top,XL,B0986XQG53,Shipped,1,INR,665.0,KESINGA,ODISHA,766012.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
120790,405-2080013-9663553,06-06-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Shipped,1,INR,735.0,BENGALURU,KARNATAKA,560067.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
112528,171-1398160-2602724,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET293,SET293-KR-NP-M,Set,M,B09K3LJWBB,Unshipped,1,INR,702.0,KOLKATA,WEST BENGAL,700015.0,IN,,False,,False
17486,171-6814245-8129123,04-20-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,Shipped,1,INR,376.0,SHIMLA,HIMACHAL PRADESH,171001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
89002,406-2680996-1859549,05-02-22,Shipped,Amazon,Amazon.in,Expedited,SET341,SET341-KR-NP-S,Set,S,B09NPWMVFT,Shipped,1,INR,899.0,BENGALURU,KARNATAKA,560029.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
50743,402-5756223-7178756,05-30-22,Shipped,Amazon,Amazon.in,Expedited,J0344,J0344-TP-M,Top,M,B0986XJDJ4,Shipped,1,INR,574.0,BENGALURU,KARNATAKA,560076.0,IN,,False,,False
126242,403-8465827-0298749,06-02-22,Shipped,Amazon,Amazon.in,Expedited,J0339,J0339-DR-XL,Western Dress,XL,B0982ZDB2S,Shipped,1,INR,786.0,THANE west,MAHARASHTRA,400615.0,IN,,False,,False
57583,402-1430544-6317918,05-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3412,JNE3412-KR-M,kurta,M,B0893DP1WQ,Shipped,1,INR,435.0,Devgad,MAHARASHTRA,416613.0,IN,,False,,False
93503,402-3592143-5422705,06-27-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,SET347,SET347-KR-NP-XXL,Set,XXL,B09RKCWNYM,Shipped,1,INR,852.0,NAGROTA,JAMMU & KASHMIR,181221.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-UFMRPWCRGE2ZM,Amazon PLCC Free-Financing Universal Merchant AAT-SF4YGC5K3O574,Amazon PLCC Free-Financing Universal Merchant AAT-SUBB5QVZKACYG,Amazon PLCC Free-Financing Universal Merchant AAT-CF5ZF57364I7G,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
109827,402-9994805-4024303,06-14-22,Shipped,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XL,Top,XL,B08RYPWC3J,Shipped,1,INR,758.0,NEW DELHI,DELHI,110044.0,IN,,False,,False
42163,406-0050111-3796377,04-05-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3313,JNE3313-KR-A-XXL,kurta,XXL,B07SMNGTKQ,Unshipped,1,INR,549.0,NEW DELHI,DELHI,110068.0,IN,,False,,
75289,405-1045353-3022768,05-10-22,Cancelled,Merchant,Amazon.in,Standard,SET098,SET098-KR-PP-L,Set,L,B07X3M5KLQ,,0,INR,722.86,BALURGHAT,WEST BENGAL,733101.0,IN,,False,Easy Ship,False
43980,171-6305874-0383551,04-04-22,Cancelled,Merchant,Amazon.in,Standard,MEN5004,MEN5004-KR-XL,kurta,XL,B08YZ19332,,0,INR,457.14,HYDERABAD,TELANGANA,500019.0,IN,,False,Easy Ship,
81498,407-4061016-9669926,05-06-22,Cancelled,Amazon,Amazon.in,Expedited,SET278,SET278-KR-NP-M,Set,M,B0983F3BLZ,Unshipped,1,INR,1432.0,GHAZIABAD,UTTAR PRADESH,201005.0,IN,,False,,False
68392,402-7736215-3983558,05-16-22,Shipped,Amazon,Amazon.in,Expedited,SET209,SET209-KR-PP-XXXL,Set,3XL,B099WXH67W,Shipped,1,INR,523.0,CHENNAI,TAMIL NADU,600015.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
62130,406-4630508-3422757,05-21-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-M,Set,M,B08XQ8R6GW,Shipped,1,INR,788.0,MUMBAI -400064,MAHARASHTRA,400064.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
37927,404-0112315-2151553,04-08-22,Shipped,Amazon,Amazon.in,Expedited,JNE3613,JNE3613-KR-XL,kurta,XL,B08XVKMPHJ,Shipped,1,INR,399.0,TUMAKURU,KARNATAKA,572104.0,IN,,False,,
31298,402-1458563-2999526,04-12-22,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-L,Set,L,B0894YB3B1,Shipped,1,INR,1133.0,Belagavi,KARNATAKA,590006.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
109739,403-8397935-3189115,06-14-22,Shipped,Amazon,Amazon.in,Expedited,MEN5014,MEN5014-KR-L,kurta,L,B08YYTZRBY,Shipped,1,INR,665.0,Edappally,KERALA,682024.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
73119,405-7179408-4489137,05-12-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET233,SET233-KR-PP-M,Set,M,B08MXFT72L,Shipped,1,INR,545.0,HYDERABAD,TELANGANA,500084.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-L2DLP5YGE5766,Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC,Amazon PLCC Free-Financing Universal Merchant AAT-2MN4SWBDTUSNI,Amazon PLCC Free-Financing Universal Merchant AAT-4VFZUZS2EO5J2,Amazon PLCC Free-Financing Universal Merchant AAT-E4LY4VKBFF2NI,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
100787,402-4811491-3697116,06-21-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-A-M,Western Dress,M,B09TH73PT5,Shipped,1,INR,771.0,BENGALURU,KARNATAKA,560037.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
89071,403-9190661-3953167,05-02-22,Shipped,Amazon,Amazon.in,Expedited,JNE3366,JNE3366-KR-1053-M,kurta,M,B07T1XCJWG,Shipped,1,INR,376.0,BENGALURU,KARNATAKA,560040.0,IN,,False,,False
79540,404-7417403-4666739,05-07-22,Shipped,Amazon,Amazon.in,Expedited,J0329,J0329-KR-XS,kurta,XS,B09KXR9FMJ,Shipped,1,INR,801.0,SIDHPUR,Gujarat,384151.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
83278,403-3659883-0353121,05-04-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET377,SET377-KR-NP-S,Set,S,B09TZV2J9G,Shipped,1,INR,1238.0,KALABURGI,KARNATAKA,585104.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-TREXU6MY3SEMI,Amazon PLCC Free-Financing Universal Merchant AAT-RVL5KAXRIWHV2,Amazon PLCC Free-Financing Universal Merchant AAT-BS2QIL3ZUUJDC,Amazon PLCC Free-Financing Universal Merchant AAT-BD2QQYQLU3K3Q,Amazon PLCC Free-Financing Universal Merchant AAT-7Z5FYSWV55YJ6,Amazon PLCC Free-Financing Universal Merchant AAT-KQRYFJZLTA6E2,Amazon PLCC Free-Financing Universal Merchant AAT-F6SN46VZWQOQI,Amazon PLCC Free-Financing Universal Merchant AAT-GL6VKXK3MYVP4,Amazon PLCC Free-Financing Universal Merchant AAT-26CRLBGU7BZ4I,Amazon PLCC Free-Financing Universal Merchant AAT-EC3WUB2OYMZJY,Amazon PLCC Free-Financing Universal Merchant AAT-LLHTF3J4EFYUO,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False
125250,402-9366312-0641936,06-03-22,Shipped,Amazon,Amazon.in,Expedited,J0009,J0009-SKD-XS,Set,XS,B0894XK9TT,Shipped,1,INR,828.0,BENGALURU,KARNATAKA,560037.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
32026,403-0127436-2045927,04-11-22,Cancelled,Merchant,Amazon.in,Standard,J0003,J0003-SET-S,Set,S,B0894X27FC,,0,INR,622.86,NEW DELHI,DELHI,110077.0,IN,,False,Easy Ship,
98517,406-1574749-4180304,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW034,NW034-TP-PJ-XXL,Set,XXL,B09M768N86,Shipped,1,INR,595.0,HYDERABAD,TELANGANA,500070.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-7IFG6TWAZNCBQ,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-UFMRPWCRGE2ZM,Amazon PLCC Free-Financing Universal Merchant AAT-SF4YGC5K3O574,Amazon PLCC Free-Financing Universal Merchant AAT-SUBB5QVZKACYG,Amazon PLCC Free-Financing Universal Merchant AAT-CF5ZF57364I7G,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
57242,407-3089754-2020353,05-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET304,SET304-KR-DPT-M,Set,M,B09K3LRFQF,Shipped,1,INR,1186.0,PUNE,MAHARASHTRA,411047.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-L2DLP5YGE5766,Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
44244,403-4961935-5665922,04-03-22,Shipped,Amazon,Amazon.in,Expedited,J0158,J0158-DR-L,Western Dress,L,B091XV892C,Shipped,1,INR,998.0,BENGALURU,KARNATAKA,560099.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
98957,406-3448475-5307552,06-22-22,Shipped,Amazon,Amazon.in,Expedited,J0400,J0400-DR-XS,Western Dress,XS,B09SDZ7T2T,Shipped,1,INR,807.0,Pune,MAHARASHTRA,411017.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
120723,402-7500311-0434718,06-06-22,Shipped,Amazon,Amazon.in,Expedited,J0382,J0382-SKD-XS,Set,XS,B09M6ZDZHR,Shipped,1,INR,1271.0,HYDERABAD,TELANGANA,500079.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
51809,407-9532504-6637108,05-29-22,Shipped,Amazon,Amazon.in,Expedited,J0401,J0401-DR-XS,Western Dress,XS,B09SDXYWYN,Shipped,1,INR,885.0,Bengaluru,KARNATAKA,560102.0,IN,,False,,False
17068,404-7695889-7861966,04-20-22,Shipped,Amazon,Amazon.in,Expedited,SET069,SET069-KR-NP-XS,Set,XS,B07SN3QXPH,Shipped,1,INR,612.0,TALASARI,MAHARASHTRA,401606.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
28078,171-0296676-2335548,04-14-22,Shipped,Amazon,Amazon.in,Expedited,SET197,SET197-KR-NP-XS,Set,XS,B08B3YCWK5,Shipped,1,INR,759.0,FAIZABAD,UTTAR PRADESH,224001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
118962,404-3276441-2137102,06-07-22,Shipped,Amazon,Amazon.in,Expedited,JNE3634,JNE3634-KR-XXL,kurta,XXL,B097ZZZR1P,Shipped,1,INR,521.0,CHENNAI,TAMIL NADU,600059.0,IN,,False,,False
105268,408-0906038-7571560,06-17-22,Shipped,Amazon,Amazon.in,Expedited,J0339,J0339-DR-L,Western Dress,L,B098315N2Z,Shipped,1,INR,1091.0,MUMBAI,MAHARASHTRA,400060.0,IN,,False,,False
112825,171-0107864-0451508,06-12-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-M,kurta,M,B082W8F8P3,Shipped,1,INR,376.0,WARANGAL,TELANGANA,506006.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
110958,406-7563256-9954756,06-13-22,Shipped,Amazon,Amazon.in,Expedited,SET004,SET004-KR-SP-A-XS,Set,XS,B07K5BYTJS,Shipped,1,INR,652.0,DEHRADUN,UTTARAKHAND,248007.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
40784,406-4611677-3362720,04-06-22,Shipped,Amazon,Amazon.in,Expedited,J0333,J0333-DR-M,Western Dress,M,B0982ZV9GB,Shipped,1,INR,825.0,DAHANU,MAHARASHTRA,401602.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
117503,403-6289131-7098754,06-08-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-L,Set,L,B0894Y4PNG,Shipped,1,INR,664.0,MUMBAI,MAHARASHTRA,400063.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZBCRDPHJI4UDO,Amazon PLCC Free-Financing Universal Merchant AAT-CMBNOJYSQPOPS,Amazon PLCC Free-Financing Universal Merchant AAT-IBN3WODYJ44YC,Amazon PLCC Free-Financing Universal Merchant AAT-W2F65W44TEYES,Amazon PLCC Free-Financing Universal Merchant AAT-ZBGDWJCP6BTLE,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
